Geneid,231_N,MCF12a_S,MCF12a_N,MCF10a_S,MCF10a_N,CA1d_S,CA1d_N,CA1a_S,CA1a_N,453_S,453_N,231_S
100131289,0,113,143,2,2,179,52,0,77,0,0,0
100131303,0,0,21,0,4,0,4,0,0,0,4,2
100131315,0,0,0,0,0,0,0,0,0,0,0,0
100131320,0,0,1,0,0,0,0,1,0,579,1026,0
100131347,42,14,24,23,77,0,18,1,46,41,53,21
100131366,0,8,2,0,0,120,0,0,0,0,0,0
100131378,1936,323,138,2084,360,1,432,243,359,245,128,2121
100131390,1,1,6,16,6,1,6,0,34,0,0,2
100131434,1257,1845,1823,973,549,6,334,116,381,1635,3727,1670
100131439,0,45,27,0,0,0,0,0,20,0,0,1
100131454,222,307,165,130,112,0,84,0,68,59,45,226
100131496,1742,512,480,868,1174,0,220,88,236,1515,2311,1977
100131532,2,0,0,22,0,0,0,0,0,9,9,0
100131539,88,66,62,62,71,0,0,2,14,237,280,68
100131551,336,280,292,164,556,95,317,154,540,423,385,466
100131561,113,61,205,153,165,0,234,14,185,116,115,144
100131564,11834,3308,2863,1571,1952,423,1137,111,1432,2225,3857,11711
100131608,0,0,0,0,0,0,0,0,0,0,0,0
100131626,41,36,53,56,40,0,12,0,2,44,55,53
100131635,38,15,86,70,63,0,2,0,40,84,37,28
100131655,453,479,378,453,285,136,78,0,125,91,137,544
100131691,706,1112,748,800,773,0,334,1,290,545,493,697
100131726,27,562,2969,850,735,0,52,48,134,47,4,31
100131733,38,2,31,116,51,0,51,0,88,43,51,43
100131755,1343,563,580,8,3,0,2,1,2,838,1120,1523
100131801,1758,3892,5152,3089,2867,302,1267,467,2240,1781,1360,1900
100131814,135,211,137,81,118,336,0,0,32,45,38,127
100131816,5,0,0,0,0,0,0,0,0,2,0,4
100131825,3,16,23,2319,322,0,0,0,0,0,0,2
100131827,1899,911,937,2,4,126,0,164,1,2803,2767,2112
100131897,222,18,150,238,614,527,986,362,1747,3,0,171
100131902,0,0,0,0,0,0,0,0,0,0,0,0
100131980,2,0,1,0,0,0,0,0,0,0,0,0
100131997,431,627,521,318,288,0,84,481,246,625,835,477
100131998,757,2296,1886,1847,1178,51,382,367,727,1309,1482,1002
100132004,4,0,2,0,2,0,0,1,0,2,0,4
100132057,1010,227,964,1608,1641,537,175,233,162,0,0,1049
100132062,243,116,104,148,189,35,140,17,282,149,172,240
100132074,539,1424,597,880,329,0,150,385,362,1352,1230,626
100132077,37,2,7,3,9,0,16,0,44,3,16,23
100132078,0,50,43,0,2,0,1,0,16,0,0,0
100132101,9,0,4,13,34,8,6,1,28,2,6,1
100132103,0,0,4,0,10,2,0,0,0,0,0,0
100132111,18,95,147,45,14,0,0,32,50,24,53,27
100132116,321,0,37,169,98,0,15,0,2,110,22,348
100132146,3,0,0,6,4,0,0,0,0,1,0,0
100132154,5,0,2,0,8,0,0,0,15,3,0,11
100132159,1,0,84,0,1,0,11,110,415,40,53,2
100132163,132,200,20,135,95,1,27,0,9,234,180,140
100132169,37,0,8,4,25,0,30,0,41,464,451,21
100132174,0,0,0,0,0,1,1,0,0,0,0,0
100132215,270,147,489,262,216,0,96,1,69,194,141,376
100132247,7970,5992,6245,4025,7301,663,3325,1318,4190,6044,8687,8332
100132273,0,1,0,0,1,0,0,0,7,0,4,6
100132287,662,321,367,448,457,250,497,156,463,356,418,593
100132288,401,243,619,213,125,7,54,3,64,595,601,481
100132304,0,0,0,0,0,0,0,0,0,0,0,0
100132341,1567,3434,1999,1336,800,84,317,349,794,2231,2391,1494
100132352,3359,4990,2965,2085,1780,640,1082,433,2791,998,1338,3985
100132354,243,0,8,12,12,0,0,0,0,17,35,174
100132356,2291,5405,2570,1097,918,425,707,488,500,1182,1335,2679
100132386,0,0,0,0,0,0,1,0,0,0,0,0
100132396,0,0,0,0,0,0,0,0,0,0,0,0
100132399,0,0,0,0,0,0,0,0,0,0,0,0
100132403,112,211,313,87,170,120,283,437,265,239,292,52
100132406,2683,4214,3815,2921,2941,916,4145,862,2875,1702,1931,2534
100132417,0,0,0,13,20,0,0,0,0,0,2,0
100132463,82,40,9,85,54,0,0,0,0,7,11,108
100132464,0,0,0,0,0,0,0,0,0,0,0,0
100132476,0,0,0,0,0,0,0,0,0,0,0,0
100132526,1,44,2,22,2,0,14,26,0,1,0,0
100132529,0,85,11,4,4,0,0,0,0,55,28,5
100132541,18,0,9,0,0,0,0,0,0,0,0,24
100132565,0,0,0,0,0,0,0,0,0,0,0,0
100132594,748,346,718,18,39,1,149,99,215,772,867,1036
100132596,0,0,0,0,0,0,0,0,1,0,0,1
100132618,77,62,12,59,85,0,13,0,25,54,80,77
100132677,71,60,2,25,13,73,0,0,1,4,1,40
100132707,591,463,354,349,368,0,225,0,215,443,524,638
100132708,0,0,0,0,0,0,0,0,25,0,0,0
100132724,292,30,162,207,246,10,23,0,39,217,279,329
100132735,2,0,0,0,0,0,0,0,0,0,0,0
100132741,1,0,0,0,0,0,0,0,0,0,0,0
100132774,435,288,417,549,545,91,196,91,207,408,703,508
100132781,205,4,187,39,70,0,58,54,95,93,100,174
100132813,136,168,125,243,100,0,1,0,12,251,28,120
100132815,1419,277,441,931,759,3,135,172,426,2746,3613,1511
100132831,3,17,3,11,5,2,5,1,13,0,0,3
100132832,761,2207,1307,582,586,132,492,364,416,1083,1744,734
100132874,97,86,83,82,93,0,40,64,378,313,298,122
100132891,4,0,137,53,4,0,0,0,0,0,0,0
100132911,203,63,148,168,120,44,79,1,187,186,142,205
100132916,3,0,0,10,4,0,1,0,1,3,2,3
100132923,212,185,83,54,32,0,12,55,57,22,34,236
100132929,0,1,8,0,0,0,0,0,13,0,0,0
100132948,95,395,149,111,87,143,41,3,106,238,133,81
100132963,4,0,0,4,3,0,0,0,0,6,0,6
100132967,2,0,5,2,2,0,0,1,0,6,4,10
100132979,0,0,0,0,0,0,0,0,0,0,3,1
100132987,208,21,14,3,6,0,26,0,36,28,7,212
100132994,0,4,6,1,0,0,0,0,0,0,0,0
100133036,7,0,20,0,0,0,32,0,0,0,0,5
100133050,12,2,26,26,27,0,0,4,8,38,64,43
100133053,0,0,0,0,0,0,0,0,0,0,0,0
100133077,5,13,2,6,0,1,6,0,1,4,34,8
100133091,26,37,27,35,18,1,10,0,1,2,7,25
100133093,2,0,0,0,0,0,6,0,28,0,1,0
100133121,278,1378,431,257,210,114,115,128,240,569,450,388
100133123,0,0,0,0,0,0,0,0,0,0,1,3
100133161,706,35,145,134,204,5,157,33,200,216,247,506
100133172,20,0,11,32,10,0,0,0,26,3,0,12
100133205,158,225,61,108,52,4,20,0,6,33,50,175
100133220,26,12,4,1,16,0,0,0,7,3,3,27
100133234,9,4,5,5,2,17,5,5,4,6,4,10
100133251,0,0,0,0,0,0,0,0,0,0,0,0
100133267,0,0,0,0,0,0,0,0,0,0,0,0
100133286,24,107,39,21,11,0,3,142,41,1023,1294,27
100133301,0,1,0,0,5,0,13,0,0,8,1,0
100133308,1,1,0,0,2,0,0,0,0,0,0,0
100133311,0,821,601,27,79,0,38,0,17,0,1,0
100133315,538,1173,911,341,347,0,41,68,156,350,340,526
100133319,40,60,222,88,35,0,0,0,17,33,54,59
100133331,782,661,633,505,836,17,531,38,541,474,661,888
100133461,0,0,0,0,0,0,0,0,0,0,0,0
100133545,302,0,0,0,0,0,63,3,270,8,50,263
100133612,550,846,721,1528,520,0,172,26,351,936,497,633
100133669,0,76,179,28,43,0,0,0,27,47,11,12
100133920,7,0,14,0,32,2,0,22,12,9,30,2
100133941,1908,15938,47564,83,49,1690,14853,9558,25837,18319,22983,1913
100133957,7,15,19,5,14,1,0,0,30,22,18,16
100133985,39,15,72,46,43,106,11,0,23,71,42,43
100133991,1028,559,685,277,310,0,94,123,161,366,259,1290
100134015,404,72,152,257,238,0,81,234,146,206,219,450
100134229,134,2903,1300,325,176,0,227,63,186,928,471,152
100134259,49,0,7,10,30,0,0,0,6,3,8,78
100134317,2,11,2,135,87,0,0,0,0,103,90,2
100134368,275,1849,1023,349,258,202,178,79,213,101,283,277
100134391,0,30,0,0,0,0,0,0,27,1,0,0
100134444,25,0,1,3,1,0,9,0,12,0,0,13
100134713,229,547,470,256,390,3,86,109,239,198,189,250
100134868,83,55,90,44,39,0,97,0,73,36,30,79
100134869,165,131,122,105,199,0,125,2,263,78,46,113
100134934,0,0,0,0,0,0,0,0,0,0,0,0
100134938,26,142,79,58,23,0,0,19,9,1,11,23
100137047,663,1162,1231,897,668,68,1126,751,2264,1556,1576,580
100137049,124,195,189,141,125,0,111,1,382,315,359,139
10014,8241,13022,8330,3382,1160,2652,13322,2934,22830,2434,2699,8568
100141515,3,15,45,1,18,0,8,1,17,13,3,10
100142659,19,152,258,171,168,0,107,41,177,367,465,9
100144595,48,0,6,0,0,0,0,0,0,2,2,71
100144596,4,0,0,0,0,0,0,0,0,0,0,2
100144597,4,0,6,0,0,0,0,0,0,0,1,1
100144602,24,0,0,0,12,0,0,0,0,2,5,27
100144603,662,568,347,493,496,0,49,20,63,768,855,745
100144604,126,0,0,0,3,0,0,0,2,121,72,109
100144748,111,3210,1020,336,190,0,78,22,88,168,188,145
100147744,0,0,0,4,0,0,0,0,0,0,0,0
100147773,214,524,237,340,281,1,18,42,23,246,296,203
10015,24448,12539,18803,25020,19706,1168,9268,3664,11555,18518,16328,26420
100151643,0,0,0,0,0,0,0,0,0,0,0,0
100151683,61,622,388,83,140,0,25,0,25,54,65,76
100151684,24,55,42,20,45,25,28,0,17,12,35,39
100158262,148,94,22,45,387,2,84,164,322,192,158,147
10016,3570,4218,5220,6853,6696,708,3034,1700,3976,4289,2988,3674
100169751,0,0,0,0,0,0,0,0,0,0,0,0
100169752,0,0,2,0,0,0,0,0,0,0,0,0
100169753,0,0,0,0,0,0,0,0,0,0,0,0
100169754,0,0,0,0,0,0,0,0,0,0,0,0
100169755,0,0,0,0,0,0,0,0,0,3,0,0
100169756,0,1,0,0,0,0,0,0,0,0,0,0
100169757,1,1,0,0,0,0,0,0,0,3,5,0
100169758,0,0,0,0,0,0,0,0,0,2,1,0
100169759,0,0,0,0,0,0,0,0,0,0,0,0
100169760,0,0,0,1,0,0,0,0,0,2,2,0
100169761,0,0,0,0,0,0,0,0,0,0,0,0
100169762,0,0,0,0,0,0,0,0,0,0,0,0
100169763,0,0,0,0,0,0,0,0,0,1,0,0
100169764,0,0,0,0,0,0,0,0,0,0,0,0
100169765,0,0,0,0,0,0,0,0,0,0,0,0
100169766,0,0,0,0,1,0,1,0,0,0,0,0
100169767,0,0,0,0,0,0,1,0,0,0,0,0
100169768,0,0,0,0,0,0,0,0,0,0,0,0
100169851,0,1,23,0,30,7,0,0,0,4,2,0
100169890,0,0,0,0,0,0,0,0,0,0,0,0
100169951,0,0,0,0,0,0,0,0,0,0,0,0
100169952,0,0,0,0,0,0,0,0,0,0,0,0
100169953,0,0,0,0,0,0,0,0,0,0,0,0
100169954,0,0,0,0,0,0,0,0,0,0,0,0
100169955,0,0,0,0,0,0,0,0,0,0,0,0
100169956,0,0,0,0,0,0,0,0,0,0,0,0
100169957,0,0,0,0,0,0,0,0,0,0,0,0
100169958,0,0,0,0,0,0,0,0,0,0,0,0
100169959,0,0,0,0,0,0,0,0,0,0,0,0
100169989,62,0,8,38,38,0,12,0,86,9,17,80
10017,22,0,4,76,23,0,13,0,5,4,2,18
100170216,0,0,0,0,0,0,0,0,0,0,0,0
100170217,0,0,0,0,0,0,0,0,0,2,0,1
100170218,0,0,0,0,0,0,0,0,0,0,0,0
100170219,1,0,0,0,0,0,0,0,0,0,0,0
100170220,0,3,3,0,2,0,0,1,0,1,2,2
100170221,43,0,0,0,0,0,0,0,0,0,0,75
100170222,0,0,0,0,0,0,0,0,0,0,0,0
100170223,0,0,0,0,0,10,0,0,0,0,0,0
100170224,0,0,0,0,0,0,0,0,0,2,1,3
100170225,1,0,0,0,0,9,0,0,0,0,0,0
100170226,9,0,0,0,0,0,0,0,0,0,0,11
100170227,14,0,0,0,0,0,0,0,0,6,2,14
100170228,0,1,0,1,0,0,0,0,0,1,0,0
100170229,480,766,443,350,338,1,237,53,155,307,505,464
100170765,10,4,10,1,6,0,0,0,2,1,1,8
100170841,0,84,31,44,47,0,0,10,36,0,0,0
10018,3740,13286,13005,8493,4577,1138,3987,2173,4489,5321,11640,3945
100187716,1,0,3,0,1,0,3,0,8,4,2,2
100188847,0,2,1,0,0,0,0,0,0,0,1,2
100188893,6563,5417,5109,8861,8963,1872,6390,790,6769,5009,2777,7827
100188917,6,144,36,22,26,0,2,0,0,6,5,8
100188947,42,0,12,4,13,0,0,0,8,7,9,18
100188949,46,1,6,11,10,0,1,0,0,1,2,44
100188953,87,12,32,51,60,299,22,82,0,45,25,112
100188954,419,77,75,106,180,0,17,1,45,55,65,462
100188985,32,0,37,57,62,120,44,0,23,20,28,34
100188986,18,0,14,20,27,0,6,0,2,17,25,25
100188987,203,0,34,170,673,53,23,0,52,165,243,115
100188988,21,0,11,86,46,0,3,0,1,8,81,14
100188990,0,0,0,0,1,0,0,0,0,0,0,1
100188991,5,0,5,9,4,0,0,0,2,1,4,4
100188992,0,0,15,0,1,0,15,0,0,13,5,2
100188993,112,22,20,54,77,0,8,0,21,137,111,115
100188995,47,0,37,75,107,0,23,0,90,82,101,63
100188997,66,0,21,67,72,0,14,0,3,28,35,71
100188998,16,0,25,23,8,0,0,0,0,12,1,47
100189001,294,0,140,197,490,0,20,50,34,229,268,347
100189002,7,0,0,4,3,0,0,0,0,8,10,1
100189003,6,18,7,12,2,0,0,0,5,0,0,5
100189004,0,0,9,25,75,0,3,0,10,0,0,0
100189005,346,92,28,159,386,0,23,0,21,233,427,278
100189006,10,103,21,11,7,0,0,0,0,2,11,21
100189008,4,0,0,0,0,0,0,0,21,2,2,1
100189009,0,0,9,3,2,1,0,1,29,0,0,4
100189011,682,0,185,375,466,130,2,0,63,392,784,730
100189012,1,0,0,0,0,0,0,0,0,0,0,0
100189013,137,0,16,30,59,0,0,108,0,17,57,107
100189014,0,0,0,0,0,0,0,0,2,0,0,0
100189015,184,0,17,1,76,0,12,0,0,19,175,158
100189017,0,1,3,18,5,0,0,0,1,3,29,1
100189018,246,0,27,37,134,0,19,97,23,29,136,175
100189019,2,0,12,2,4,0,0,0,0,9,10,2
100189020,4,0,3,20,29,0,0,0,0,0,0,2
100189021,8,0,0,11,3,0,0,0,11,14,5,5
100189022,413,42,278,87,411,0,32,46,106,205,551,395
100189024,0,0,0,0,0,0,0,0,0,0,0,0
100189025,22,0,2,10,3,0,0,0,0,18,14,17
100189028,23,0,28,16,19,0,0,0,0,7,40,27
100189030,200,5,13,49,109,0,0,0,0,107,364,141
100189032,88,0,11,13,61,0,4,2,0,29,96,61
100189033,0,2,0,0,4,1,0,0,0,0,3,1
100189034,0,0,0,0,0,0,0,0,0,0,0,0
100189035,2,0,0,9,15,0,0,0,0,0,0,0
100189036,16,0,0,14,6,0,22,0,9,12,40,5
100189037,56,20,10,56,33,0,0,0,10,15,24,59
100189038,2,0,5,0,38,0,1,0,23,0,0,2
100189039,0,0,0,4,3,0,0,0,4,4,2,0
100189040,0,0,0,2,2,0,0,0,0,0,5,2
100189041,12,0,0,0,0,0,0,0,0,0,0,17
100189042,0,0,0,0,0,0,0,0,0,0,0,0
100189045,24,0,2,0,3,0,4,2,0,0,0,38
100189046,0,0,0,0,0,0,0,0,0,0,0,0
100189047,0,0,0,2,0,0,0,0,0,0,0,0
100189048,0,2,0,0,4,0,0,0,0,2,4,0
100189049,0,0,0,0,0,0,0,0,0,3,7,0
100189050,1,10,4,2,1,0,0,0,0,8,0,0
100189052,1,0,20,0,0,0,0,0,0,2,0,1
100189053,2,0,0,0,4,0,0,0,0,4,6,3
100189056,3,254,230,26,30,0,0,0,0,13,20,6
100189059,19,2,0,0,2,0,0,0,0,83,112,15
100189062,0,0,0,0,0,0,0,0,0,0,0,0
100189063,25,0,0,2,16,0,0,0,0,21,30,11
100189064,105,0,106,34,134,1,10,0,2,29,174,110
100189065,0,0,0,0,0,0,0,0,0,0,0,0
100189066,0,0,0,0,0,0,0,0,0,0,0,0
100189067,341,24,804,1169,4464,176,322,187,447,2450,1176,410
100189070,5,0,0,18,106,0,0,0,11,0,0,10
100189071,1608,43,656,636,1185,0,65,145,100,1272,2273,1794
100189072,4,0,9,16,6,0,0,0,8,10,19,10
100189074,0,0,0,0,3,0,0,0,4,1,2,2
100189075,0,0,0,0,0,0,0,0,0,0,0,0
100189077,271,2,151,39,336,0,27,0,2,150,539,286
100189078,0,48,0,0,0,0,0,0,0,2,2,0
100189080,2,14,4,10,2,0,0,0,0,2,12,3
100189082,0,0,0,0,0,0,0,0,0,0,0,0
100189083,7,0,0,26,16,0,19,0,0,8,9,4
100189084,0,0,0,0,0,0,0,0,0,0,0,0
100189085,1,0,0,0,0,0,0,0,0,0,0,0
100189086,97,23,24,124,90,0,0,126,6,37,134,114
100189088,10,0,3,0,1,0,0,0,0,2,5,9
100189089,158,0,49,9,85,0,1,0,6,34,131,134
100189090,2,4,3,3,1,0,0,217,8,8,1,7
100189091,3,0,29,17,7,0,2,0,7,8,0,2
100189092,0,0,0,0,0,0,0,0,0,0,0,0
100189093,0,0,0,0,0,0,0,0,0,0,0,0
100189094,13,0,16,15,28,0,9,0,9,24,63,17
100189095,36,0,12,27,42,0,4,122,0,94,105,72
100189097,60,30,17,26,22,0,5,0,13,12,35,60
100189098,0,1,0,0,4,0,0,0,0,0,0,0
100189099,3,0,5,0,0,0,31,0,0,0,0,1
100189101,3,0,0,0,0,0,0,0,0,0,0,2
100189102,1,56,28,26,6,0,0,0,0,0,3,2
100189103,34,45,44,0,13,0,1,0,0,10,36,38
100189105,6,26,0,4,6,0,0,0,0,0,0,0
100189107,19,0,0,10,27,0,0,0,0,0,32,31
100189109,36,0,85,33,81,0,11,0,35,44,10,48
100189110,367,0,79,64,764,0,61,0,147,337,249,360
100189111,0,0,0,0,0,0,0,0,0,0,0,0
100189112,6,0,22,0,0,0,0,0,0,0,1,2
100189114,0,0,0,0,0,0,0,0,0,0,0,0
100189115,14,0,11,7,6,0,0,0,0,2,0,21
100189118,0,0,3,13,7,0,0,0,0,0,0,0
100189119,264,118,209,95,474,0,78,54,92,503,556,213
100189120,0,1,0,0,1,0,0,0,0,0,0,0
100189121,0,0,0,0,0,0,0,0,0,0,0,0
100189122,1173,4,459,631,2591,0,32,41,72,652,3001,1076
100189123,0,0,0,0,0,0,0,0,0,0,0,0
100189124,0,0,0,0,0,0,0,0,0,0,0,0
100189125,0,0,0,0,1,0,0,0,0,0,0,0
100189126,73,0,0,97,32,0,0,0,0,42,81,87
100189127,0,0,0,0,0,0,0,0,0,0,0,0
100189130,1912,0,809,566,2430,5,356,80,190,970,1815,1743
100189131,0,0,0,20,79,0,0,0,5,1,0,0
100189132,0,3,1,19,29,0,2,0,0,7,21,0
100189133,90,142,0,166,30,0,0,0,0,27,19,84
100189134,1,0,0,1,4,0,0,0,0,1,2,0
100189135,2,0,0,0,2,0,0,0,0,0,0,0
100189136,3,0,23,20,20,0,0,0,11,3,0,2
100189137,0,0,0,0,0,0,0,0,0,0,0,0
100189138,0,0,0,0,0,0,0,0,0,0,0,0
100189139,2,0,2,1,0,1,0,4,3,0,0,1
100189140,1,42,11,0,3,0,0,0,0,0,3,0
100189141,0,0,1,2,1,0,0,0,4,3,1,0
100189142,2,0,0,21,4,0,0,0,0,0,0,3
100189143,21,0,3,0,18,0,0,0,0,7,34,20
100189144,21,0,0,5,30,0,8,0,0,2,18,22
100189145,0,0,0,0,0,0,0,0,0,0,0,0
100189146,111,51,129,69,51,0,29,0,2,71,101,112
100189149,0,0,0,0,0,0,0,0,0,0,0,0
100189151,508,0,306,202,1092,0,110,54,131,154,42,462
100189152,13,0,2,1,2,0,0,0,0,5,1,8
100189153,423,8,231,88,417,0,42,0,43,186,655,392
100189155,4,0,5,2,6,0,0,0,0,0,0,1
100189157,7,39,30,0,18,0,14,0,0,50,19,6
100189158,29,0,3,9,12,0,0,0,0,1,6,32
100189159,0,0,0,0,0,0,0,0,0,0,0,0
100189160,0,0,0,0,0,0,0,0,1,0,0,0
100189161,0,0,26,0,2,0,0,0,0,2,2,0
100189162,80,0,21,30,101,0,17,0,11,3,2,52
100189163,0,7,6,8,26,0,0,0,0,6,6,13
100189164,27,0,0,40,99,0,0,0,11,0,1,24
100189166,0,0,0,0,0,0,0,0,0,0,0,2
100189167,5,0,0,0,5,0,0,0,0,0,0,8
100189168,1501,100,519,329,1880,0,106,48,239,1638,1801,1413
100189169,0,0,0,0,0,0,0,0,0,0,0,0
100189170,0,0,0,0,0,0,0,0,0,0,0,0
100189171,6,0,24,4,1,0,9,0,0,0,4,4
100189172,172,0,26,140,376,0,5,80,49,2,0,183
100189173,14,8,3,0,10,0,0,0,5,4,22,10
100189174,5,0,0,10,16,0,0,0,0,0,0,0
100189176,0,0,0,0,1,0,0,0,0,0,0,0
100189177,184,214,313,106,157,0,0,0,27,160,245,220
100189178,0,0,0,0,1,0,0,0,0,0,0,0
100189179,2,0,0,0,2,0,0,0,0,0,0,2
100189181,6,0,14,0,12,0,44,0,0,43,83,15
100189182,45,0,33,0,215,0,5,0,8,14,14,25
100189184,0,0,0,0,0,0,0,0,0,0,0,0
100189185,6,0,0,4,10,0,0,0,0,4,20,6
100189187,152,0,58,41,105,0,37,1,12,18,42,144
100189188,0,0,1,8,3,0,0,0,6,1,2,0
100189189,0,0,0,0,1,0,0,0,0,2,4,4
100189190,6,14,5,0,0,0,0,0,0,4,1,1
100189191,0,0,0,0,1,0,0,0,0,0,8,1
100189193,0,6,0,0,0,0,0,0,0,0,0,0
100189195,6,45,16,0,3,0,0,0,0,1,4,6
100189196,0,68,100,4,5,0,0,0,0,5,19,0
100189197,4,0,0,0,0,0,0,0,0,0,2,0
100189198,26,16,12,7,27,0,0,0,0,10,66,27
100189199,3,1,0,0,2,0,4,0,20,1,7,3
100189200,69,0,23,103,135,0,0,53,18,43,40,83
100189201,41,14,8,0,36,0,0,0,0,22,42,18
100189202,0,0,0,0,0,0,0,0,0,0,0,0
100189203,8,53,0,0,2,0,0,0,0,0,0,2
100189205,0,1,16,12,25,0,0,0,48,0,0,1
100189206,8,76,3,8,3,0,0,0,0,2,5,19
100189207,5,0,0,0,8,0,0,0,0,0,2,0
100189208,59,0,17,11,78,0,0,0,4,35,148,73
100189209,0,24,0,0,6,0,0,0,2,0,0,0
100189211,27,49,10,19,35,0,0,0,10,23,25,16
100189213,0,0,0,0,0,0,0,0,0,0,0,0
100189214,200,0,17,75,348,0,13,0,55,134,200,259
100189216,0,0,0,0,0,0,0,0,0,0,0,0
100189218,227,80,16,58,357,0,30,0,94,106,155,237
100189219,27,19,34,18,98,0,2,0,12,5,3,40
100189220,36,52,41,37,17,0,10,0,14,9,13,33
100189221,4,0,56,14,42,0,14,0,13,3,4,2
100189222,0,0,0,0,0,0,0,0,0,0,0,0
100189223,66,0,0,0,127,0,27,0,19,27,34,55
100189224,4,0,2,8,8,0,0,0,7,1,8,1
100189225,0,0,0,0,0,0,0,0,0,0,0,0
100189226,38,52,25,2,8,0,32,0,38,49,27,34
100189227,10,0,13,0,1,0,0,0,0,2,0,4
100189228,0,0,0,5,2,0,0,0,0,0,0,0
100189229,1,0,0,0,0,0,0,0,0,2,26,6
100189230,0,0,0,0,0,0,0,0,0,0,0,0
100189231,0,60,0,0,0,0,0,0,0,0,0,4
100189232,0,0,0,15,3,0,5,0,0,1,0,5
100189234,0,0,0,0,0,0,0,0,0,0,0,0
100189235,7,0,5,33,35,0,14,0,19,10,26,20
100189237,0,0,0,0,0,0,0,0,0,0,0,0
100189238,87,0,19,19,154,0,8,0,17,102,76,67
100189239,20,7,16,4,4,0,0,0,0,10,2,9
100189240,17,0,0,3,9,0,0,0,0,0,6,12
100189243,2,0,0,0,0,0,0,0,0,0,4,3
100189245,125,15,32,130,79,0,10,9,1,46,152,162
100189247,15,0,0,21,123,0,0,0,0,46,54,20
100189248,0,0,0,0,0,0,0,0,0,0,0,0
100189249,0,0,0,0,0,0,0,0,0,0,0,0
100189250,3,0,0,6,9,0,0,0,0,0,0,4
100189251,0,0,0,0,0,0,0,0,0,0,0,0
100189252,0,0,0,1,0,0,0,0,0,0,0,0
100189253,36,0,15,12,48,0,35,0,30,22,37,23
100189254,0,0,0,0,0,0,0,0,0,0,0,0
100189255,173,24,14,23,115,0,30,0,16,37,143,153
100189257,35,0,9,76,97,258,4,28,7,10,10,80
100189259,8,0,10,105,30,0,56,0,25,19,25,9
100189260,2,0,4,3,3,2,0,0,4,1,0,0
100189261,0,0,0,42,7,0,0,0,0,0,0,0
100189263,5,0,34,8,20,0,0,0,0,0,4,10
100189264,70,8,48,39,61,0,0,0,6,40,109,47
100189265,0,0,0,0,0,0,0,0,0,0,0,0
100189267,90,93,77,52,52,0,37,186,31,101,105,95
100189268,13,9,0,8,2,0,0,0,0,1,0,0
100189269,2,0,2,0,0,0,0,0,0,0,0,0
100189270,5,0,13,1,23,0,8,0,0,0,0,1
100189272,0,0,1,0,0,0,0,0,0,0,0,1
100189273,0,0,0,0,0,0,0,0,0,0,0,0
100189274,3,0,0,0,4,0,0,0,0,2,0,12
100189275,0,0,1,1,0,0,0,0,15,0,0,0
100189276,2,0,5,13,35,0,0,0,0,3,0,4
100189277,14,0,15,14,17,0,0,0,16,33,42,3
100189279,1,0,0,0,0,0,0,0,0,1,1,0
100189280,26,51,0,8,22,0,0,0,0,14,0,28
100189281,0,39,2,0,3,0,0,0,3,0,0,0
100189282,0,0,11,0,17,0,24,0,0,0,0,4
100189283,20,0,6,3,3,0,0,0,0,7,2,38
100189284,464,0,542,536,1269,0,90,82,126,1428,1351,443
100189285,139,2,15,31,93,0,0,0,6,40,134,110
100189286,260,16,135,217,656,0,111,237,46,52,24,255
100189287,2,0,0,8,37,0,1,33,2,0,0,2
100189288,32,0,28,1,51,0,0,0,0,14,79,30
100189289,19,0,80,153,109,0,19,0,3,16,15,19
100189290,0,0,0,0,0,0,0,0,0,0,0,0
100189291,16,0,19,0,17,192,4,0,0,14,38,35
100189292,6,0,0,0,1,0,0,0,0,0,1,6
100189293,0,0,0,0,0,0,0,0,0,0,0,0
100189294,0,0,0,6,21,0,0,0,0,0,0,1
100189295,0,0,0,0,0,0,0,0,0,0,0,0
100189296,0,0,1,0,7,0,9,0,0,0,0,0
100189297,141,0,33,67,89,0,0,19,45,4,2,126
100189298,32,0,3,7,82,0,0,0,0,5,12,40
100189299,0,0,0,0,0,0,0,0,0,0,0,0
100189300,1,0,6,0,3,2,0,0,0,0,7,0
100189301,2,0,0,8,22,0,2,3,5,2,0,4
100189303,0,0,0,0,7,0,0,0,0,0,0,0
100189305,0,0,0,0,0,0,0,0,0,5,0,0
100189306,48,91,4,80,27,0,0,0,0,21,66,25
100189307,0,0,0,33,3,0,0,0,0,0,0,0
100189308,11,0,8,0,13,0,0,0,0,20,57,34
100189310,127,0,34,10,198,0,47,0,33,93,64,125
100189313,6,0,30,6,8,0,0,0,0,1,1,3
100189314,8,0,13,12,7,0,23,0,0,27,13,1
100189315,5,31,1,0,1,0,1,0,0,40,29,6
100189316,1,1,1,0,0,0,0,0,47,0,0,4
100189317,0,0,0,0,0,0,0,0,0,2,2,0
100189318,0,0,0,0,0,0,0,0,0,0,0,0
100189319,82,0,10,10,51,0,0,0,0,3,33,38
100189321,1,0,0,0,0,0,0,0,0,3,0,0
100189323,206,91,52,133,494,0,0,32,20,62,151,166
100189324,1,316,144,25,29,1,0,16,6,9,2,0
100189326,2,0,0,2,1,0,0,17,0,0,0,1
100189328,5,0,1,13,9,0,8,0,0,9,6,7
100189329,143,0,4,149,305,0,11,0,16,87,52,109
100189331,6,0,7,0,4,0,10,0,0,0,0,3
